Slekt	Art	PopulærnavnBokmål	PopulærnavnNynorsk
Polytrichum	micro-capillare	fjellkrukkemose	fjellkrukkemose
Pogonatum	micro-capillare	fjellkrukkemose	fjellkrukkemose
Pogonatum	rubellum	fjellkrukkemose	fjellkrukkemose
Polytrichum	urnigerum	fjellkrukkemose	fjellkrukkemose
Polytrichum	wahlenbergii	fjellkrukkemose	fjellkrukkemose
Pogonatum	wahlenbergii	fjellkrukkemose	fjellkrukkemose
Lycopodium	annotinum	fjellkråkefot	fjellkråkefot
Lycopodium	annotinum	fjellkråkefot	fjellkråkefot
Lycopodium	annotinum	fjellkråkefot	fjellkråkefot
Lycopodium	annotinum	fjellkråkefot	fjellkråkefot
Lycopodium	dubium	fjellkråkefot	fjellkråkefot
Lycopodium	pungens	fjellkråkefot	fjellkråkefot
Ophrys	alpina	fjellkurle	fjellkurle
Chamorchis	alpina	fjellkurle	fjellkurle
Chamaeorchis	alpina	fjellkurle	fjellkurle
Herminium	alpinum	fjellkurle	fjellkurle
Chamaeorchis	alpinus	fjellkurle	fjellkurle
Angelica	archangelica	fjellkvann	fjellkvann
Angelica	archangelica	fjellkvann	fjellkvann
Archangelica	norvegica	fjellkvann	fjellkvann
Angelica	norvegica	fjellkvann	fjellkvann
Archangelica	officinalis	fjellkvann	fjellkvann
Archangelica	officinalis	fjellkvann	fjellkvann
Angelica	officinalis	fjellkvann	fjellkvann
Agrostis	alpina	fjellkvein	fjellkvein
Agrostis	borealis	fjellkvein	fjellkvein
Agrostis	mertensii	fjellkvein	fjellkvein
Agrostis	mertensii	fjellkvein	fjellkvein
Agrostis	rubra	fjellkvein	fjellkvein
Elymus	alaskanus	fjellkveke	fjellkveke
Elymus	alaskanus	fjellkveke	fjellkveke
Elymus	alaskanus	fjellkveke	fjellkveke
Triticum	boreale	fjellkveke	fjellkveke
Agropyron	boreale	fjellkveke	fjellkveke
Roegneria	borealis	fjellkveke	fjellkveke
Elymus	kronokensis	fjellkveke	fjellkveke
Elymus	kronokensis	fjellkveke	fjellkveke
Elymus	kronokensis	fjellkveke	fjellkveke
Agropyron	latiglume	fjellkveke	fjellkveke
Roegneria	scandica	fjellkveke	fjellkveke
Triticum	violaceum	fjellkveke	fjellkveke
Hierochloë	alpina	fjellmarigras	fjellmarigras
Hierochloe	alpina	fjellmarigras	fjellmarigras
Holcus	alpinus	fjellmarigras	fjellmarigras
Alchemilla	alpina	fjellmarikåpe	fjellmarikåpe
Botrychium	boreale	fjellmarinøkkel	fjellmarinøkkel
Botrychium	boreale	fjellmarinøkkel	fjellmarinøkkel
Botrychium	lunaria	fjellmarinøkkel	fjellmarinøkkel
Astragalus	alpinus	fjellmjelt	fjellmjelt
Astragalus	alpinus	fjellmjelt	fjellmjelt
Phaca	astragalina	fjellmjelt	fjellmjelt
Astragalus	salicetorum	fjellmjelt	fjellmjelt
Pedicularis	palustris	fjellmyrklegg	fjellmyrklegg
Pedicularis	palustris	fjellmyrklegg	fjellmyrklegg
Paraleucobryum	albicans	fjellnervemose	fjellnervemose
Dicranum	albicans	fjellnervemose	fjellnervemose
Paraleucobryum	enerve	fjellnervemose	fjellnervemose
Dicranum	enerve	fjellnervemose	fjellnervemose
Webera	breidleri	fjellnikke	fjellnikke
Webera	ludwigii	fjellnikke	fjellnikke
Webera	ludwigii	fjellnikke	fjellnikke
Pohlia	ludwigii	fjellnikke	fjellnikke
Pohlia	ludwigii	fjellnikke	fjellnikke
Mniobryum	ludwigii	fjellnikke	fjellnikke
Bryum	ludwigii	fjellnikke	fjellnikke
Webera	sudetica	fjellnikke	fjellnikke
Pohlia	sudetica	fjellnikke	fjellnikke
Mniobryum	sudeticum	fjellnikke	fjellnikke
Bryum	sudeticum	fjellnikke	fjellnikke
Primula	scandinavica	fjellnøkleblom	fjellnøkleblom
Primula	scotica	fjellnøkleblom	fjellnøkleblom
Primula	scotica	fjellnøkleblom	fjellnøkleblom
Pyrola	conferta	fjellperlevintergrønn	fjellperlevintergrøn
Pyrola	minor	fjellperlevintergrønn	fjellperlevintergrøn
Tussilago	frigida	fjellpestrot	fjellpestrot
Nardosmia	frigida	fjellpestrot	fjellpestrot
Petasites	frigidus	fjellpestrot	fjellpestrot
Sparganium	hyperboreum	fjellpiggknopp	fjellpiggknopp
Sparganium	natans	fjellpiggknopp	fjellpiggknopp
Sparganium	natans	fjellpiggknopp	fjellpiggknopp
Sparganium	submuticum	fjellpiggknopp	fjellpiggknopp
Cephaloziella	alpina	fjellpistremose	fjellpistremose
Cephaloziella	alpina	fjellpistremose	fjellpistremose
Cephaloziella	alpina	fjellpistremose	fjellpistremose
Cephaloziella	alpina	fjellpistremose	fjellpistremose
Cephaloziella	arctica	fjellpistremose	fjellpistremose
Cephaloziella	arctica	fjellpistremose	fjellpistremose
Cephaloziella	aurensis	fjellpistremose	fjellpistremose
Cephaloziella	divaricata	fjellpistremose	fjellpistremose
Cephaloziella	glacialis	fjellpistremose	fjellpistremose
Cephaloziella	glacialis	fjellpistremose	fjellpistremose
Cephaloziella	grimsulana	fjellpistremose	fjellpistremose
Cephaloziella	groenlandica	fjellpistremose	fjellpistremose
Cephaloziella	jurassica	fjellpistremose	fjellpistremose
Cephaloziella	lorenziana	fjellpistremose	fjellpistremose
Cephaloziella	tyrolensis	fjellpistremose	fjellpistremose
Cephaloziella	varians	fjellpistremose	fjellpistremose
Cephaloziella	verrucosa	fjellpistremose	fjellpistremose
Cephalozia	verrucosa	fjellpistremose	fjellpistremose
Amphoridium	crispatum	fjellpolstermose	fjellpolstermose
Zygodon	lapponicum	fjellpolstermose	fjellpolstermose
Gymnostomum	lapponicum	fjellpolstermose	fjellpolstermose
Bryum	lapponicum	fjellpolstermose	fjellpolstermose
Anoectangium	lapponicum	fjellpolstermose	fjellpolstermose
Anictangium	lapponicum	fjellpolstermose	fjellpolstermose
Amphoridium	lapponicum	fjellpolstermose	fjellpolstermose
Amphidium	lapponicum	fjellpolstermose	fjellpolstermose
Anictangium	striatum	fjellpolstermose	fjellpolstermose
Didymodon	turgescens	fjellpolstermose	fjellpolstermose
Diapensia	lapponica	fjellpryd	fjellpryd
Diapensia	lapponica	fjellpryd	fjellpryd
Diapensia	lapponica	fjellpryd	fjellpryd
Diapensia	lapponica	fjellpryd	fjellpryd
Weissia	compacta	fjellputemose	fjellputemose
Dicranoweisia	compacta	fjellputemose	fjellputemose
Dicranoweisia	crispula	fjellputemose	fjellputemose
Poa	alpina	fjellrapp	fjellrapp
Ribes	glabellum	fjellrips	fjellrips
Ribes	scandicum	fjellrips	fjellrips
Ribes	spicatum	fjellrips	fjellrips
Ribes	spicatum	fjellrips	fjellrips
Sorbus	aucuparia	fjellrogn	fjellrogn
Sorbus	aucuparia	fjellrogn	fjellrogn
Pyrus	aucuparia	fjellrogn	fjellrogn
Sorbus	glabrata	fjellrogn	fjellrogn
Sorbus	gorodkovii	fjellrogn	fjellrogn
Anthyllis	kuzenevae	fjellrundbelg	fjellrundskolm
Anthyllis	vulneraria	fjellrundbelg	fjellrundskolm
Rhizomnium	pseudopunctatum	fjellrundmose	fjellrundmose
Mnium	pseudopunctatum	fjellrundmose	fjellrundmose
Astrophyllum	pseudopunctatum	fjellrundmose	fjellrundmose
Mnium	subglobosum	fjellrundmose	fjellrundmose
Achillea	apiculata	fjellryllik	fjellryllik
Achillea	millefolium	fjellryllik	fjellryllik
Achillea	millefolium	fjellryllik	fjellryllik
Achillea	millefolium	fjellryllik	fjellryllik
Saxifraga	oppositifolia	fjellrødsildre	fjellraudsildre
Saxifraga	oppositifolia	fjellrødsildre	fjellraudsildre
Saxifraga	oppositifolia	fjellrødsildre	fjellraudsildre
Festuca	arctica	fjellrødsvingel	fjellraudsvingel
Festuca	arenaria	fjellrødsvingel	fjellraudsvingel
Festuca	cryophila	fjellrødsvingel	fjellraudsvingel
Festuca	eriantha	fjellrødsvingel	fjellraudsvingel
Festuca	richardsonii	fjellrødsvingel	fjellraudsvingel
Festuca	rubra	fjellrødsvingel	fjellraudsvingel
Festuca	rubra	fjellrødsvingel	fjellraudsvingel
Festuca	rubra	fjellrødsvingel	fjellraudsvingel
Festuca	rubra	fjellrødsvingel	fjellraudsvingel
Preissia	quadrata	fjellskjøtmose	
Cephalozia	austinii	fjellskovlmose	fjellskovlmose
Sphagnocetis	communis	fjellskovlmose	fjellskovlmose
Odontoschisma	denudatum	fjellskovlmose	fjellskovlmose
Sphagnocetis	macounii	fjellskovlmose	fjellskovlmose
Odontoschisma	macounii	fjellskovlmose	fjellskovlmose
Odontoschisma	sphagni	fjellskovlmose	fjellskovlmose
Jungermannia	tessellata	fjellskovlmose	fjellskovlmose
Odontoschisma	tessellatum	fjellskovlmose	fjellskovlmose
Arabis	alpina	fjellskrinneblom	fjellskrinneblom
Jungermannia	borealis	fjellsleivmose	fjellsleivmose
Haplozia	cordifolia	fjellsleivmose	fjellsleivmose
Jungermannia	oblongifolia	fjellsleivmose	fjellsleivmose
Haplozia	oblongifolia	fjellsleivmose	fjellsleivmose
Aplozia	oblongifolia	fjellsleivmose	fjellsleivmose
Solenostoma	oblongifolium	fjellsleivmose	fjellsleivmose
Carex	algida	fjellslirestarr	fjellslirestorr
Carex	quasivaginata	fjellslirestarr	fjellslirestorr
Carex	vaginata	fjellslirestarr	fjellslirestorr
Carex	vaginata	fjellslirestarr	fjellslirestorr
Carex	vaginata	fjellslirestarr	fjellslirestorr
Carex	vaginata	fjellslirestarr	fjellslirestorr
Pallavicinia	blyttii	fjellsløyfe	fjellsløyfe
Moerckia	blyttii	fjellsløyfe	fjellsløyfe
Jungermannia	blyttii	fjellsløyfe	fjellsløyfe
Cordaea	blyttii	fjellsløyfe	fjellsløyfe
Calycularia	blyttii	fjellsløyfe	fjellsløyfe
Blyttia	moerkii	fjellsløyfe	fjellsløyfe
Moerckia	norvegica	fjellsløyfe	fjellsløyfe
Xamilenis	acaulis	fjellsmelle	fjellsmelle
Silene	acaulis	fjellsmelle	fjellsmelle
Cucubalus	acaulis	fjellsmelle	fjellsmelle
Lerchenfeldia	flexuosa	fjellsmyle	fjellsmyle
Deschampsia	flexuosa	fjellsmyle	fjellsmyle
Avenella	flexuosa	fjellsmyle	fjellsmyle
Aira	flexuosa	fjellsmyle	fjellsmyle
Lerchenfeldia	montana	fjellsmyle	fjellsmyle
Aira	montana	fjellsmyle	fjellsmyle
Hippochaete	variegata	fjellsnelle	fjellsnelle
Equisetum	variegatum	fjellsnelle	fjellsnelle
Cephalozia	baltica	fjellsnutemose	fjellsnutemose
Jungermannia	binderi	fjellsnutemose	fjellsnutemose
Cephalozia	borealis	fjellsnutemose	fjellsnutemose
Jungermannia	francisci	fjellsnutemose	fjellsnutemose
Cladopus	francisci	fjellsnutemose	fjellsnutemose
Cladopodiella	francisci	fjellsnutemose	fjellsnutemose
Cladopodiella	francisci	fjellsnutemose	fjellsnutemose
Cephalozia	francisci	fjellsnutemose	fjellsnutemose
Trigonanthus	fransisci	fjellsnutemose	fjellsnutemose
Jungermannia	sehlmeyeri	fjellsnutemose	fjellsnutemose
Cephalozia	sehlmeyeri	fjellsnutemose	fjellsnutemose
Odontoschisma	francisci	fjellsnuteskovlmose	
Eriophorum	capitatum	fjellsnømyrull	fjellsnømyrull
Eriophorum	scheuchzeri	fjellsnømyrull	fjellsnømyrull
Arnica	alpina	fjellsolblom	fjellsolblom
Arnica	alpina	fjellsolblom	fjellsolblom
Arnica	angustifolia	fjellsolblom	fjellsolblom
Arnica	fennoscandica	fjellsolblom	fjellsolblom
Arnica	montana	fjellsolblom	fjellsolblom
Ranunculus	acer	fjellsoleie	fjellsoleie
Ranunculus	acris	fjellsoleie	fjellsoleie
Ranunculus	acris	fjellsoleie	fjellsoleie
Ranunculus	subborealis	fjellsoleie	fjellsoleie
Oncophorus	sardous	fjellsprikemose	fjellsprikemose
Oncophorus	virens	fjellsprikemose	fjellsprikemose
Dicranum	virens	fjellsprikemose	fjellsprikemose
Cynodontium	virens	fjellsprikemose	fjellsprikemose
Oncophorus	wahlenbergii	fjellsprikemose	fjellsprikemose
Oncophorus	wahlenbergii	fjellsprikemose	fjellsprikemose
Oncophorus	wahlenbergii	fjellsprikemose	fjellsprikemose
Oncophorus	wahlenbergii	fjellsprikemose	fjellsprikemose
Dicranum	wahlenbergii	fjellsprikemose	fjellsprikemose
Cynodontium	wahlenbergii	fjellsprikemose	fjellsprikemose
Cynodontium	wahlenbergii	fjellsprikemose	fjellsprikemose
Cynodontium	wahlenbergii	fjellsprikemose	fjellsprikemose
Carex	norvegica	fjellstarr	fjellstorr
Stellaria	borealis	fjellstjerneblom	fjellstjerneblom
Stellaria	calycantha	fjellstjerneblom	fjellstjerneblom
Hieracium	alpinum agg.	fjellsvever	fjellsvæver
Oxyria	digyna	fjellsyre	fjellsyre
Rheum	digynum	fjellsyre	fjellsyre
Rumex	digynus	fjellsyre	fjellsyre
Oxyria	reniformis	fjellsyre	fjellsyre
Pinguicula	alpina	fjelltettegras	fjelltettegras
Phleum	alpinum	fjelltimotei	fjelltimotei
Phleum	alpinum	fjelltimotei	fjelltimotei
Phleum	commutatum	fjelltimotei	fjelltimotei
Lotus	corniculatus	fjelltiriltunge	fjelltiriltunge
Serratula	alpina	fjelltistel	fjelltistel
Saussurea	alpina	fjelltistel	fjelltistel
Viscaria	alpina	fjelltjæreblom	fjelltjæreblom
Viscaria	alpina	fjelltjæreblom	fjelltjæreblom
Steris	alpina	fjelltjæreblom	fjelltjæreblom
Lychnis	alpina	fjelltjæreblom	fjelltjæreblom
Lychnis	alpina	fjelltjæreblom	fjelltjæreblom
Silene	suecica	fjelltjæreblom	fjelltjæreblom
Sphagnum	aongstroemii	fjelltorvmose	fjelltorvmose
Sphagnum	insulosum	fjelltorvmose	fjelltorvmose
Sphagnum	molluscum	fjelltorvmose	fjelltorvmose
Tayloria	froelichiana	fjelltrompetmose	fjelltrompetmose
Splachnum	froelichianum	fjelltrompetmose	fjelltrompetmose
Dissodon	froelichianus	fjelltrompetmose	fjelltrompetmose
Tayloria	froelichii	fjelltrompetmose	fjelltrompetmose
Dissodon	froelichii	fjelltrompetmose	fjelltrompetmose
Pseudoleskeella	catenulata	fjelltråklemose	fjelltråklemose
Hypnum	catenulatum	fjelltråklemose	fjelltråklemose
Pseudoleskeella	nervosa	fjelltråklemose	fjelltråklemose
Leskeella	nervosa	fjelltråklemose	fjelltråklemose
Leskeella	nervosa	fjelltråklemose	fjelltråklemose
Leskea	nervosa	fjelltråklemose	fjelltråklemose
Leskea	nervosa	fjelltråklemose	fjelltråklemose
Pseudoleskeella	rupestris	fjelltråklemose	fjelltråklemose
Pseudoleskea	rupestris	fjelltråklemose	fjelltråklemose
Leskea	rupestris	fjelltråklemose	fjelltråklemose
Pseudoleskeella	sibirica	fjelltråklemose	fjelltråklemose
Pseudoleskea	subtectorum	fjelltråklemose	fjelltråklemose
Marchantia	alpestris	fjelltvare	fjelltvare
Marchantia	polymorpha	fjelltvare	fjelltvare
Marchantia	polymorpha	fjelltvare	fjelltvare
Marchantia	polymorpha	fjelltvare	fjelltvare
Salix	lanata	fjellullvier	fjellullvier
Salix	lanata	fjellullvier	fjellullvier
Salix	lanata	fjellullvier	fjellullvier
Salix	lanata	fjellullvier	fjellullvier
Papaver	nordhagenianum	fjellvalmue	fjellvalmue
Papaver	nordhagenianum	fjellvalmue	fjellvalmue
Papaver	radicatum	fjellvalmue	fjellvalmue
Papaver	radicatum	fjellvalmue	fjellvalmue
Papaver	relictum	fjellvalmue	fjellvalmue
Veronica	alpina	fjellveronika	fjellveronika
Taraxacum	crocea	fjelløvetenner	fjelløvetenner
Taraxacum	croceum agg.	fjelløvetenner	fjelløvetenner
Euphrasia	frigida	fjelløyentrøst	fjellaugnetrøst
Euphrasia	frigida	fjelløyentrøst	fjellaugnetrøst
Euphrasia	wettsteinii	fjelløyentrøst	fjellaugnetrøst
Grimmia	maritima	fjordblomstermose	fjordblomstermose
Schistidium	maritimum	fjordblomstermose	fjordblomstermose
Schistidium	maritimum	fjordblomstermose	fjordblomstermose
Grimmia	campestris	fjordknausing	fjordknausing
Dryptodon	campestris	fjordknausing	fjordknausing
Grimmia	glauca	fjordknausing	fjordknausing
Grimmia	laevigata	fjordknausing	fjordknausing
Campylopus	laevigatus	fjordknausing	fjordknausing
Grimmia	leucophaea	fjordknausing	fjordknausing
Dryptodon	leucophaeus	fjordknausing	fjordknausing
Cochlearia	officinalis	fjordskjørbuksurt	fjordskjørbuksurt
Scapania	aconiensis	fjordtvebladmose	fjordtvebladmose
Scapania	amurensis	fjordtvebladmose	fjordtvebladmose
Scapania	austinii	fjordtvebladmose	fjordtvebladmose
Scapania	jackii	fjordtvebladmose	fjordtvebladmose
Scapania	joergensenii	fjordtvebladmose	fjordtvebladmose
Martinellia	joergensenii	fjordtvebladmose	fjordtvebladmose
Scapania	nemorea	fjordtvebladmose	fjordtvebladmose
Jungermannia	nemorea	fjordtvebladmose	fjordtvebladmose
Scapania	nemorosa	fjordtvebladmose	fjordtvebladmose
Scapania	nemorosa	fjordtvebladmose	fjordtvebladmose
Scapania	nemorosa	fjordtvebladmose	fjordtvebladmose
Scapania	nemorosa	fjordtvebladmose	fjordtvebladmose
Martinellia	nemorosa	fjordtvebladmose	fjordtvebladmose
Jungermannia	nemorosa	fjordtvebladmose	fjordtvebladmose
Scapania	recurvifolia	fjordtvebladmose	fjordtvebladmose
Pennisetum	setaceum	fjærbørstegras	fjørbørstegras
Hildenbrandia	prototypus	fjæreblod	fjøreblod
Hildenbrandia	rubra	fjæreblod	fjøreblod
Rumex	maritimus	fjærehøymol	fjørehøymole
Rumex	maritimus	fjærehøymol	fjørehøymole
Rumex	rossicus	fjærehøymol	fjørehøymole
Cotula	coronopifolia	fjæreknapp	fjøreknapp
Statice	armeria	fjærekoll	fjørekoll
Statice	maritima	fjærekoll	fjørekoll
Armeria	maritima	fjærekoll	fjørekoll
Armeria	vulgaris	fjærekoll	fjørekoll
Armeria	vulgaris	fjærekoll	fjørekoll
Catenella	caespitosa	fjærekryp	fjørekryp
Agrostis	maritima	fjærekrypkvein	fjørekrypkvein
Agrostis	stolonifera	fjærekrypkvein	fjørekrypkvein
Agrostis	stolonifera	fjærekrypkvein	fjørekrypkvein
Agrostis	straminea	fjærekrypkvein	fjørekrypkvein
Atriplex	hastatum	fjæremelde	fjøremelde
Atriplex	prostrata	fjæremelde	fjøremelde
Gymnostomum	affine	fjæremose	fjøremose
Bryum	antarcticum	fjæremose	fjøremose
Tortula	heimii	fjæremose	fjøremose
Pottia	heimii	fjæremose	fjøremose
Pottia	heimii	fjæremose	fjøremose
Pottia	heimii	fjæremose	fjøremose
Hennediella	heimii	fjæremose	fjøremose
Hennediella	heimii	fjæremose	fjøremose
Gymnostomum	heimii	fjæremose	fjøremose
Desmatodon	heimii	fjæremose	fjøremose
Desmatodon	heimii	fjæremose	fjøremose
Pottia	heimioides	fjæremose	fjøremose
Pottia	obtusifolia	fjæremose	fjøremose
Gymnostomum	obtusifolium	fjæremose	fjøremose
Didymodon	ryanii	fjæremose	fjøremose
Chaetomorpha	aerea	fjærepyttsnøre	fjørepyttsnøre
Cakile	maritima	fjærereddik	fjørereddik
Festuca	rubra	fjærerødsvingel	fjøreraudsvingel
Festuca	rubra	fjærerødsvingel	fjøreraudsvingel
Festuca	rubra	fjærerødsvingel	fjøreraudsvingel
Festuca	rubra	fjærerødsvingel	fjøreraudsvingel
Puccinellia	maritima	fjæresaltgras	fjøresaltgras
Poa	maritima	fjæresaltgras	fjøresaltgras
Phippsia	maritima	fjæresaltgras	fjøresaltgras
Glyceria	maritima	fjæresaltgras	fjøresaltgras
Atropis	maritima	fjæresaltgras	fjøresaltgras
Salicornia	dolichostachya	fjæresalturt	fjøresalturt
Salicornia	herbacea	fjæresalturt	fjøresalturt
Salicornia	leiosperma	fjæresalturt	fjøresalturt
Salicornia	procumbens	fjæresalturt	fjøresalturt
Salicornia	stricta	fjæresalturt	fjøresalturt
Salicornia	strictissima	fjæresalturt	fjøresalturt
Triglochin	maritima	fjæresauløk	fjøresaulauk
Triglochin	maritimum	fjæresauløk	fjøresaulauk
Scirpus	palustris	fjæresivaks	fjøresivaks
Eleocharis	palustris	fjæresivaks	fjøresivaks
Scirpus	uniglumis	fjæresivaks	fjøresivaks
Heleocharis	uniglumis	fjæresivaks	fjøresivaks
Eleocharis	uniglumis	fjæresivaks	fjøresivaks
Gloiosiphonia	capillaris	fjæresleipe	fjøresleipe
Carex	×salina	fjærestarr	fjørestorr
Carex	cuspidata	fjærestarr	fjørestorr
Carex	discolor	fjærestarr	fjørestorr
Carex	lanceolata	fjærestarr	fjørestorr
Carex	salina	fjærestarr	fjørestorr
Carex	salina	fjærestarr	fjørestorr
Carex	salina	fjærestarr	fjørestorr
Carex	x salina	fjærestarr	fjørestorr
Carex	xsalina	fjærestarr	fjørestorr
Gentianopsis	detonsa	fjæresøte	fjøresøte
Gentianella	detonsa	fjæresøte	fjøresøte
Gentiana	detonsa	fjæresøte	fjøresøte
Bryum	bergoense	fjærevrangmose	fjørevrangmose
Bryum	brachycarpum	fjærevrangmose	fjørevrangmose
Bryum	fissum	fjærevrangmose	fjørevrangmose
Bryum	flagellare	fjærevrangmose	fjørevrangmose
Bryum	foveolatum	fjærevrangmose	fjørevrangmose
Bryum	furvum	fjærevrangmose	fjørevrangmose
Bryum	heamatostomum	fjærevrangmose	fjørevrangmose
Bryum	inclinatum	fjærevrangmose	fjørevrangmose
Bryum	inclinatum	fjærevrangmose	fjørevrangmose
Bryum	inclinatum	fjærevrangmose	fjørevrangmose
Bryum	inclinatum	fjærevrangmose	fjørevrangmose
Bryum	inclinatum	fjærevrangmose	fjørevrangmose
Bryum	inclinatum	fjærevrangmose	fjørevrangmose
Bryum	inclinatum	fjærevrangmose	fjørevrangmose
Bryum	insularum	fjærevrangmose	fjørevrangmose
Bryum	lapponicum	fjærevrangmose	fjørevrangmose
Bryum	malangense	fjærevrangmose	fjørevrangmose
Bryum	ovarium	fjærevrangmose	fjørevrangmose
Bryum	ovarium	fjærevrangmose	fjørevrangmose
Bryum	retusum	fjærevrangmose	fjørevrangmose
Bryum	salinum	fjærevrangmose	fjørevrangmose
Bryum	trichopodium	fjærevrangmose	fjørevrangmose
Bryum	tumidulum	fjærevrangmose	fjørevrangmose
Trichostomum	canescens	fjærgråmose	fjørgråmose
Rhacomitrium	canescens	fjærgråmose	fjørgråmose
Racomitrium	canescens	fjærgråmose	fjørgråmose
Racomitrium	canescens	fjærgråmose	fjørgråmose
Racomitrium	canescens	fjærgråmose	fjørgråmose
Racomitrium	canescens	fjærgråmose	fjørgråmose
Grimmia	canescens	fjærgråmose	fjørgråmose
Racomitrium	consocians	fjærgråmose	fjørgråmose
Trichostomum	ericoides	fjærgråmose	fjørgråmose
Rhacomitrium	ericoides	fjærgråmose	fjørgråmose
Racomitrium	ericoides	fjærgråmose	fjørgråmose
Grimmia	ericoides	fjærgråmose	fjørgråmose
Grimmia	ericoides	fjærgråmose	fjørgråmose
Rhytidiadelphus	calvescens	fjærkransmose	fjørkransmose
Hypnum	calvescens	fjærkransmose	fjørkransmose
Hylocomium	calvescens	fjærkransmose	fjørkransmose
Hylocomium	squarrosum	fjærkransmose	fjørkransmose
Hylocomium	squarrosum	fjærkransmose	fjørkransmose
Rhytidiadelphus	squarrosus	fjærkransmose	fjørkransmose
Rhytidiadelphus	squarrosus	fjærkransmose	fjørkransmose
Hypnum	subpinnatum	fjærkransmose	fjørkransmose
Hylocomium	subpinnatum	fjærkransmose	fjørkransmose
Rhytidiadelphus	subpinnatus	fjærkransmose	fjørkransmose
Stereodon	crista-castrensis	fjærmose	fjørmose
Ptilium	crista-castrensis	fjærmose	fjørmose
Hypnum	crista-castrensis	fjærmose	fjørmose
Ctenidium	crista-castrensis	fjærmose	fjørmose
Dianthus	plumarius	fjærnellik	fjørnellik
Riccardia	multifida	fjærsaftmose	fjørsaftmose
Riccardia	multifida	fjærsaftmose	fjørsaftmose
Jungermannia	multifida	fjærsaftmose	fjørsaftmose
Aneura	multifida	fjærsaftmose	fjørsaftmose
Aneura	multifida	fjærsaftmose	fjørsaftmose
Solanum	sisymbrifolium	fjærsøtvier	fjørsøtvier
Solanum	sisymbriifolium	fjærsøtvier	fjørsøtvier
Hypnum	commutatum	fjærtuffmose	fjørtuffmose
Cratoneuron	commutatum	fjærtuffmose	fjørtuffmose
Thuidium	decipiens	fjærtuffmose	fjørtuffmose
Palustriella	decipiens	fjærtuffmose	fjørtuffmose
Hypnum	decipiens	fjærtuffmose	fjørtuffmose
